date/time,settlement id,type,order id,sku,description,quantity,marketplace,fulfillment,order city,order state,order postal,tax collection model,product sales,cogs,product sales tax,shipping credits,shipping credits tax,gift wrap credits,gift wrap credits tax,Regulatory fee,Tax on regulatory fee,promotional rebates,promotional rebates tax,marketplace withheld tax,selling fees,fba fees,other transaction fees,other,total,Transaction status,Transaction Release Date
"Jan 31, 2026 11:33:24 p.m. PST",25544384651,Order,701-2159276-6466629,NIRO-3TOWEL,"Premium Cotton Towel Set - Lightweight, Quick-Dry, Highly Absorbent Hand Towels - Gym Towels Set - 13.75"" x 29.5"" - Luxury Towels for Bathroom, Gym, H",1,amazon.ca,Amazon,Hull,Québec,J8Z 3M,Combined TCS+MTC,24.99,6.72,3.74,0,0,0,0,0,0,0,0,-3.74,-3.75,-8.49,0,0,12.75,Released,"Feb 8, 2026 7:59:05 a.m. PST"
"Jan 23, 2026 1:25:33 p.m. PST",25431919491,Refund,702-8812057-4583432,NIROBI-BAG,"NIROBI Sports - Multi-Sport Crossbody Backpack - Sling Bag for Racket Sports, Including Tennis, Squash, Racquetball, and Pickleball - Adjustable Strap",1,amazon.ca,Amazon,Vancouver,British Columbia,V6P 4V,Combined TCS+MTC,-39.99,,-4.8,0,0,0,0,0,0,0,0,4.8,4.8,0,0,0,-35.19,Released,"Jan 23, 2026 1:25:33 p.m. PST"
"Jan 27, 2026 9:17:03 p.m. PST",25544384651,Order,701-7895870-4141851,NIROBI-BAG,"NIROBI Sports - Multi-Sport Crossbody Backpack - Sling Bag for Racket Sports, Including Tennis, Squash, Racquetball, and Pickleball - Adjustable Strap",1,amazon.ca,Amazon,Dover Centre,Ontario,N0P 1L,Combined TCS+MTC,39.99,8.78,5.2,0,0,0,0,0,0,0,0,-10.4,-12,-11.97,0,0,10.82,Released,"Feb 5, 2026 6:16:00 a.m. PST"
"Jan 27, 2026 9:17:03 p.m. PST",25544384651,Order,701-7895870-4141851,NIROBI-BAG,"NIROBI Sports - Multi-Sport Crossbody Backpack - Sling Bag for Racket Sports, Including Tennis, Squash, Racquetball, and Pickleball - Adjustable Strap",1,amazon.ca,Amazon,Dover Centre,Ontario,N0P 1L,,39.99,8.78,5.2,0,0,0,0,0,0,0,0,0,0,-11.97,0,0,33.22,Released,"Feb 5, 2026 6:16:00 a.m. PST"
"Jan 1, 2026 8:21:28 a.m. PST",25216352761,Adjustment,702-9868161-7224213,Nursing-03,FBA Inventory Reimbursement - Customer Return,1,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25,15.25,Released,"Jan 1, 2026 8:21:28 a.m. PST"
"Jan 5, 2026 5:47:04 p.m. PST",25325771691,Refund,701-3201769-7602625,Nursing-03,"La Petite Ourse Washable Nursing Pads for Breastfeeding - 4-Layer Bamboo and Polyester Reusable Breast Pads Nursing - Ultra-Soft, Thin & Highly Absorb",1,amazon.ca,Amazon,Smiths Falls,Ontario,K7A 4H,Combined TCS+MTC,-22.52,,-2.93,0,0,0,0,0,0,0,0,2.93,3.06,0,0,0,-19.46,Released,"Jan 5, 2026 5:47:04 p.m. PST"
"Jan 7, 2026 8:41:06 p.m. PST",25431919491,Order,702-7241779-5272252,Nursing-03,"La Petite Ourse Washable Nursing Pads for Breastfeeding - 4-Layer Bamboo and Polyester Reusable Breast Pads Nursing - Ultra-Soft, Thin & Highly Absorb",1,amazon.ca,Amazon,Lasalle,Quebec,H8P 2J,Combined TCS+MTC,26.49,3.99,1.32,3.08,0.15,0,0,0,0,0,0,-1.47,-4.5,-3.08,0,0,21.99,Released,"Jan 16, 2026 11:14:59 p.m. PST"
"Jan 7, 2026 10:05:46 p.m. PST",25325771691,Refund,701-4718929-4079404,Nursing-03,"La Petite Ourse Washable Nursing Pads for Breastfeeding - 4-Layer Bamboo and Polyester Reusable Breast Pads Nursing - Ultra-Soft, Thin & Highly Absorb",1,amazon.ca,Amazon,Blainville,Quebec,J7C 6B,Combined TCS+MTC,-26.49,,-1.32,0,0,0,0,0,0,0,0,1.32,3.6,0,0,0,-22.89,Released,"Jan 7, 2026 10:05:46 p.m. PST"
"Jan 10, 2026 2:55:04 p.m. PST",25431919491,Refund,702-7241779-5272252,Nursing-03,"La Petite Ourse Washable Nursing Pads for Breastfeeding - 4-Layer Bamboo and Polyester Reusable Breast Pads Nursing - Ultra-Soft, Thin & Highly Absorb",1,amazon.ca,Amazon,Lasalle,Quebec,H8P 2J,Combined TCS+MTC,-26.49,,-1.32,-3.08,-0.15,0,0,0,0,0,0,1.47,3.6,3.08,0,0,-22.89,Released,"Jan 17, 2026 1:15:39 a.m. PST"
"Jan 11, 2026 12:33:57 p.m. PST",25325771691,Adjustment,702-3340817-6423415,Nursing-03,FBA Inventory Reimbursement - Customer Return,1,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,18.69,18.69,Released,"Jan 11, 2026 12:33:57 p.m. PST"
"Jan 17, 2026 12:50:26 a.m. PST",25431919491,Adjustment,702-0060821-4027461,Nursing-03,FBA Inventory Reimbursement - Customer Return,1,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,18.69,18.69,Released,"Jan 17, 2026 12:50:26 a.m. PST"
"Jan 21, 2026 4:57:12 a.m. PST",25431919491,Adjustment,701-9812880-1575446,Nursing-03,FBA Inventory Reimbursement - Customer Return,1,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,21.99,21.99,Released,"Jan 21, 2026 4:57:12 a.m. PST"
"Jan 24, 2026 8:31:33 a.m. PST",25431919491,Adjustment,701-4266674-1409865,Nursing-03,FBA Inventory Reimbursement - Customer Return,1,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,21.99,21.99,Released,"Jan 24, 2026 8:31:33 a.m. PST"
"Jan 4, 2026 3:35:31 p.m. PST",25325771691,Order,702-8157820-8156261,Nursing-04,"La Petite Ourse Washable Nursing Pads for Breastfeeding - 4-Layer Bamboo and Polyester Reusable Breast Pads Nursing - Ultra-Soft, Thin & Highly Absorb",1,amazon.ca,Amazon,Val-D'Or,Quebec,J9P 0C,Combined TCS+MTC,26.49,3.99,1.32,0,0,0,0,0,0,0,0,-1.32,-4.5,0,0,0,21.99,Released,"Jan 15, 2026 12:27:01 a.m. PST"
"Jan 11, 2026 2:32:05 p.m. PST",25431919491,Order,702-2367231-0582657,Nursing-04,"La Petite Ourse Washable Nursing Pads for Breastfeeding - 4-Layer Bamboo and Polyester Reusable Breast Pads Nursing - Ultra-Soft, Thin & Highly Absorb",1,amazon.ca,Amazon,Dolbeau-Mistassini,Quebec,G8L 3N,Combined TCS+MTC,26.49,3.99,1.32,0,0,0,0,0,0,0,0,-1.32,-4.5,0,0,0,21.99,Released,"Jan 21, 2026 11:45:24 p.m. PST"
"Jan 15, 2026 3:04:46 a.m. PST",25431919491,Order,701-0174737-3114649,Nursing-04,"La Petite Ourse Washable Nursing Pads for Breastfeeding - 4-Layer Bamboo and Polyester Reusable Breast Pads Nursing - Ultra-Soft, Thin & Highly Absorb",1,amazon.ca,Amazon,Ottawa,Ontario,K2C 0C,Combined TCS+MTC,26.49,3.99,3.44,2.23,0,0,0,0,0,-2.23,0,-3.44,-4.5,0,0,0,21.99,Released,"Jan 27, 2026 1:51:49 a.m. PST"
"Jan 29, 2026 7:20:21 p.m. PST",25544384651,Order,702-9313669-2022641,Nursing-04,"La Petite Ourse Washable Nursing Pads for Breastfeeding - 4-Layer Bamboo and Polyester Reusable Breast Pads Nursing - Ultra-Soft, Thin & Highly Absorb",1,amazon.ca,Amazon,Terrebonne,Quebec,J6W 4R,Combined TCS+MTC,26.49,3.99,1.32,0,0,0,0,0,0,0,0,-1.32,-4.5,0,0,0,21.99,Released,"Feb 7, 2026 7:09:27 a.m. PST"
"Jan 30, 2026 2:02:24 p.m. PST",25544384651,Order,701-5966883-4666643,Nursing-04,"La Petite Ourse Washable Nursing Pads for Breastfeeding - 4-Layer Bamboo and Polyester Reusable Breast Pads Nursing - Ultra-Soft, Thin & Highly Absorb",1,amazon.ca,Amazon,Moose Jaw,Saskatchewan,S6H 6Z,Combined TCS+MTC,26.49,3.99,2.91,0,0,0,0,0,0,0,0,-2.91,-4.5,0,0,0,21.99,Released,"Feb 7, 2026 1:57:18 p.m. PST"
"Jan 25, 2026 3:39:19 p.m. PST",25431919491,Adjustment,701-4397197-4928215,SAC-GRIS-N,FBA Inventory Reimbursement - Customer Return,1,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,23.1,Released,"Jan 25, 2026 3:39:19 p.m. PST"
"Jan 30, 2026 1:29:14 a.m. PST",25544384651,Order,701-9621275-5121050,SAC-GRIS-N,"LA PETITE OURSE Signature Diaper Backpack - Waterproof & Large Capacity Baby Bag with Changing Mat, Thermal Pouch & Stroller Straps - Organized Storag",1,amazon.ca,Amazon,Sainte-Anne-Des-Monts,Quebec,G4V 3P,Combined TCS+MTC,49.99,17.96,7.49,0,0,0,0,0,0,0,0,-7.49,-7.5,-13.02,0,0,29.47,Released,"Feb 9, 2026 1:28:35 a.m. PST"
"Jan 5, 2026 7:14:59 p.m. PST",25431919491,Order,702-8550031-2968238,SAC-INDIGO-N,"LA PETITE OURSE Signature Diaper Backpack - Waterproof & Large Capacity Baby Bag with Changing Mat, Thermal Pouch & Stroller Straps - Organized Storag",1,amazon.ca,Amazon,Mont-Tremblant,Quebec,J8E 2P,Combined TCS+MTC,49.99,17.96,7.49,0,0,0,0,0,0,0,0,-7.49,-7.5,-20.91,0,0,21.58,Released,"Jan 16, 2026 12:34:23 a.m. PST"
"Jan 2, 2026 7:48:24 a.m. PST",25325771691,Service Fee,,,Cost of advertising,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,-192.56,-9.63,-202.19,Released,"Jan 2, 2026 7:48:24 a.m. PST"
"Jan 2, 2026 11:31:04 a.m. PST",25325771691,Transfer,,,To account ending with: 877,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,709.32","-2,709.32",Released,"Jan 2, 2026 11:31:04 a.m. PST"
"Jan 7, 2026 4:25:11 p.m. PST",25325771691,FBA Inventory Fee,,,FBA storage fee,,Amazon.ca,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-897.43,-897.43,Released,"Jan 7, 2026 4:25:11 p.m. PST"
"Jan 9, 2026 9:41:07 a.m. PST",25325771691,FBA Inventory Fee,701-3302335-2602648,,Fulfilment by Amazon removal order: disposal fee,,Amazon.ca,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Released,"Jan 9, 2026 9:41:07 a.m. PST"
"Jan 9, 2026 10:57:22 a.m. PST",25325771691,FBA Inventory Fee,aGID/hSiec,,FBA Removal Order: Return Fee,,Amazon.ca,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.31,-32.31,Released,"Jan 9, 2026 10:57:22 a.m. PST"
"Jan 9, 2026 1:19:07 p.m. PST",25325771691,Service Fee,,,Subscription,,Amazon.ca,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.98,-32.98,Released,"Jan 9, 2026 1:19:07 p.m. PST"
"Jan 12, 2026 10:11:06 p.m. PST",25325771691,FBA Inventory Fee,vGjE1D+0XF,,FBA Removal Order: Return Fee,,Amazon.ca,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.62,-1.62,Released,"Jan 12, 2026 10:11:06 p.m. PST"
"Jan 13, 2026 7:44:21 a.m. PST",25325771691,Service Fee,,,Cost of advertising,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,-500,-25,-525,Released,"Jan 13, 2026 7:44:21 a.m. PST"
"Jan 14, 2026 4:21:13 p.m. PST",25325771691,FBA Inventory Fee,GoGLKPwnYz,,FBA Removal Order: Return Fee,,Amazon.ca,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.06,-4.06,Released,"Jan 14, 2026 4:21:13 p.m. PST"
"Jan 14, 2026 6:21:18 p.m. PST",25325771691,FBA Inventory Fee,701-3201769-7602625,,Fulfilment by Amazon removal order: disposal fee,,Amazon.ca,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Released,"Jan 14, 2026 6:21:18 p.m. PST"
"Jan 16, 2026 11:28:18 a.m. PST",25431919491,Transfer,,,To account ending with: 877,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,383.81","-2,383.81",Released,"Jan 16, 2026 11:28:18 a.m. PST"
"Jan 18, 2026 3:34:38 p.m. PST",25431919491,FBA Inventory Fee,f6oJSZCVrK,,FBA Removal Order: Return Fee,,Amazon.ca,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.04,-6.04,Released,"Jan 18, 2026 3:34:38 p.m. PST"
"Jan 19, 2026 5:03:58 a.m. PST",25431919491,FBA Inventory Fee,,,FBA Long-Term Storage Fee,,Amazon.ca,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-486.88,-486.88,Released,"Jan 19, 2026 5:03:58 a.m. PST"
"Jan 23, 2026 4:06:12 p.m. PST",25431919491,Service Fee,,,Cost of advertising,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,-499.44,-24.97,-524.41,Released,"Jan 23, 2026 4:06:12 p.m. PST"
"Jan 30, 2026 11:21:34 a.m. PST",25544384651,Transfer,,,To account ending with: 877,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,858.67","-2,858.67",Released,"Jan 30, 2026 11:21:34 a.m. PST"
